,carat,cut,color,clarity,depth,table,price,x,y,z
175,0.31,Ideal,J,VS1,61.9,55.0,434,4.4,4.37,2.71
176,0.57,Ideal,H,VS1,62.6,56.0,1760,5.27,5.29,3.31
177,0.71,Very Good,I,VS1,61.4,58.0,2422,5.73,5.76,3.52
178,1.17,Ideal,F,SI1,62.0,56.0,6466,6.73,6.78,4.18
179,1.98,Ideal,F,SI2,62.5,55.0,14281,8.07,8.04,5.02
180,0.53,Premium,H,SI1,60.6,61.0,1348,5.22,5.2,3.16
181,0.51,Very Good,J,SI1,63.2,56.0,957,5.09,5.07,3.21
182,2.0,Ideal,H,SI2,60.7,57.0,13109,8.07,8.15,4.93
183,1.05,Ideal,F,VS1,61.8,56.0,6526,6.51,6.54,4.03
184,0.42,Premium,E,SI1,59.4,61.0,882,4.89,4.85,2.9
185,0.74,Very Good,H,SI1,60.9,57.0,2554,5.86,5.9,3.57
186,0.32,Premium,F,SI2,61.5,58.0,421,4.32,4.36,2.67
187,1.0,Good,D,SI1,63.7,57.0,4678,6.15,6.24,3.94
188,1.54,Ideal,G,VS2,62.4,57.0,13135,7.37,7.31,4.59
189,0.92,Ideal,H,SI1,61.6,57.0,4355,6.25,6.24,3.85
190,1.01,Ideal,F,VS2,62.3,55.0,6768,6.43,6.4,4.0
191,1.03,Ideal,D,SI2,61.0,57.0,4397,6.51,6.54,3.98
192,0.5,Ideal,H,VVS2,62.5,55.0,1583,5.07,5.11,3.18
193,0.81,Premium,F,VS1,61.6,60.0,3725,5.93,5.96,3.67
194,0.7,Good,J,VVS2,64.3,56.0,2064,5.52,5.56,3.57
195,0.71,Ideal,I,VS1,62.4,54.0,2364,5.71,5.75,3.57
196,0.9,Very Good,H,VS2,63.3,59.0,3817,6.1,6.07,3.86
197,0.31,Ideal,G,IF,62.2,55.0,786,4.36,4.39,2.72
198,0.9,Premium,E,SI2,62.0,62.0,4007,6.16,6.1,3.8
199,0.54,Ideal,F,VVS2,61.8,56.0,2074,5.22,5.22,3.23
200,0.75,Premium,H,VS2,61.7,60.0,2515,5.83,5.79,3.59
201,1.04,Ideal,F,SI2,61.7,57.0,4457,6.5,6.51,4.02
202,0.41,Very Good,H,IF,63.2,55.0,1197,4.77,4.74,3.01
203,0.93,Good,H,SI2,61.8,63.0,2949,6.24,6.21,3.85
204,0.32,Very Good,I,SI1,62.7,58.0,432,4.38,4.35,2.74
205,1.11,Ideal,E,SI1,62.4,54.0,6973,6.66,6.69,4.17
206,1.01,Premium,E,VS2,61.2,58.0,7240,6.48,6.43,3.95
207,0.41,Very Good,F,VS1,62.9,56.0,1007,4.7,4.74,2.97
208,0.33,Very Good,I,VVS2,62.0,58.0,579,4.42,4.46,2.75
209,2.01,Premium,G,SI1,61.6,56.0,18531,8.16,8.12,5.02
210,1.05,Ideal,H,VS2,61.8,57.0,5817,6.53,6.56,4.04
211,1.54,Premium,I,VS1,62.5,58.0,11094,7.37,7.3,4.58
212,1.12,Ideal,H,SI1,62.5,55.0,5649,6.66,6.62,4.14
213,1.04,Good,H,VS1,63.6,58.0,5864,6.46,6.4,4.08
214,1.0,Good,H,SI1,58.0,62.0,4570,6.56,6.58,3.81
215,0.53,Ideal,F,SI2,61.2,56.0,1142,5.22,5.29,3.22
216,0.73,Ideal,F,SI1,61.0,56.0,2671,5.77,5.82,3.53
217,0.39,Ideal,F,VS2,61.9,54.0,826,4.67,4.7,2.9
218,0.72,Ideal,G,SI2,61.3,55.0,2106,5.77,5.79,3.54
219,0.9,Very Good,I,SI1,62.2,58.0,2854,6.12,6.19,3.84
220,0.54,Ideal,G,SI2,60.9,56.0,1185,5.24,5.31,3.21
221,0.3,Very Good,G,SI2,62.9,54.0,394,4.28,4.25,2.69
222,0.33,Ideal,H,IF,61.0,55.0,889,4.5,4.48,2.74
223,0.55,Ideal,E,SI1,62.0,57.0,1581,5.28,5.25,3.27
224,0.9,Very Good,G,VS2,63.5,58.0,4165,6.1,6.09,3.88
225,0.81,Ideal,G,VS2,62.4,57.0,3338,5.92,5.96,3.69
226,0.51,Premium,D,VS2,60.5,60.0,1727,5.28,5.24,3.18
227,0.7,Ideal,G,VS1,62.9,55.0,2509,5.63,5.67,3.55
228,1.01,Ideal,G,SI1,61.2,57.0,4764,6.45,6.39,3.91
229,0.51,Ideal,D,SI1,61.0,56.0,1662,5.17,5.14,3.15
230,0.7,Very Good,E,SI1,61.0,57.0,2578,5.69,5.74,3.49
231,0.7,Ideal,E,SI1,61.6,56.0,2576,5.72,5.68,3.51
232,1.01,Ideal,E,VS2,62.3,57.0,6600,6.45,6.4,4.0
233,1.2,Ideal,G,VS1,61.8,57.0,8639,6.8,6.84,4.21
234,0.33,Premium,G,VVS1,60.9,60.0,740,4.46,4.44,2.71
235,0.71,Ideal,E,VS2,61.0,56.0,3053,5.74,5.77,3.51
236,1.51,Premium,H,VS2,59.2,59.0,11011,7.53,7.49,4.44
237,1.26,Premium,H,VS1,62.6,59.0,6746,6.88,6.83,4.29
238,0.33,Ideal,G,VS2,61.4,55.0,743,4.45,4.48,2.73
239,0.81,Ideal,F,SI1,62.2,56.0,3205,5.95,5.97,3.72
240,1.01,Ideal,F,SI2,62.7,56.0,4017,6.4,6.43,4.02
241,0.3,Premium,F,VS2,61.3,60.0,776,4.34,4.31,2.65
242,0.56,Ideal,F,VS2,62.7,57.0,1627,5.26,5.28,3.3
243,0.7,Very Good,F,VS1,61.9,58.0,2889,5.66,5.69,3.51
244,0.51,Ideal,E,VVS2,60.1,56.0,2165,5.24,5.26,3.15
245,2.01,Ideal,G,SI1,62.9,55.0,18756,8.04,8.1,5.06
246,1.51,Premium,F,SI2,63.0,57.0,7695,7.26,7.31,4.61
247,0.43,Ideal,G,VS2,60.9,55.0,1059,4.91,4.92,3.01
248,0.5,Ideal,E,SI1,63.0,54.0,1333,4.99,5.02,3.17
249,0.71,Ideal,F,SI1,61.8,56.0,2241,5.73,5.76,3.55
250,0.7,Good,G,VS1,59.4,62.0,2833,5.76,5.82,3.45
251,0.32,Ideal,G,VS1,62.3,55.0,828,4.4,4.38,2.73
252,0.55,Ideal,G,VS2,61.7,55.0,1440,5.26,5.3,3.25
253,1.52,Ideal,H,SI2,61.8,56.0,8257,7.41,7.37,4.56
254,1.01,Ideal,G,VVS2,61.5,57.0,7662,6.49,6.39,3.96
255,1.01,Good,H,SI1,63.1,60.0,4702,6.34,6.44,4.03
256,0.31,Ideal,E,VS1,61.9,56.0,734,4.35,4.4,2.71
257,0.3,Ideal,I,VS2,62.5,57.0,558,4.28,4.25,2.67
258,1.2,Very Good,I,SI1,63.3,56.0,5016,6.75,6.7,4.25
259,0.35,Ideal,E,VVS1,60.1,56.0,1096,4.59,4.63,2.78
260,0.75,Ideal,D,SI1,61.7,55.0,3105,5.84,5.88,3.61
261,0.3,Ideal,H,VS1,62.6,54.0,631,4.28,4.3,2.69
262,0.23,Very Good,D,VVS2,62.1,58.0,472,3.94,3.97,2.45
263,1.58,Premium,H,SI1,61.4,58.0,9596,7.48,7.45,4.59
264,0.31,Ideal,G,IF,61.3,55.0,891,4.39,4.41,2.7
265,0.3,Very Good,E,SI1,62.3,58.0,526,4.25,4.28,2.66
266,0.51,Premium,E,VS2,62.6,58.0,1651,5.08,5.13,3.2
267,0.5,Ideal,F,VS2,61.7,56.0,1654,5.1,5.12,3.15
268,0.4,Very Good,I,VVS1,61.6,59.0,882,4.73,4.75,2.91
269,0.51,Very Good,F,SI1,63.5,58.0,1250,5.07,5.03,3.2
270,0.4,Ideal,G,IF,62.1,56.0,1207,4.74,4.76,2.95
271,0.38,Ideal,F,VS1,62.0,54.0,803,4.65,4.67,2.89
272,0.96,Ideal,G,SI2,59.9,56.0,3652,6.45,6.41,3.87
273,2.14,Ideal,H,SI2,62.8,56.0,15134,8.22,8.26,5.18
274,0.54,Very Good,H,VS2,62.3,59.0,1392,5.15,5.18,3.22
275,0.71,Ideal,D,SI2,62.1,57.0,2482,5.7,5.73,3.55
276,0.92,Premium,E,SI1,61.7,59.0,4562,6.24,6.2,3.84
277,1.54,Ideal,H,SI1,61.3,56.0,11081,7.44,7.45,4.57
278,0.32,Ideal,G,IF,62.0,57.0,956,4.39,4.35,2.71
279,1.54,Premium,G,SI1,60.9,58.0,11163,7.4,7.44,4.51
280,0.33,Ideal,G,VVS2,60.9,57.0,943,4.45,4.49,2.72
281,0.3,Ideal,F,IF,61.9,57.0,886,4.28,4.31,2.66
282,0.33,Ideal,I,VVS2,61.8,56.0,743,4.48,4.45,2.76
283,0.9,Very Good,I,VS2,62.5,58.0,3139,6.13,6.15,3.83
284,1.01,Ideal,F,VS2,59.7,56.0,6795,6.56,6.59,3.92
285,0.31,Good,G,VS1,61.7,64.0,672,4.26,4.3,2.65
286,0.4,Premium,I,VS1,61.0,60.0,945,4.75,4.72,2.89
287,1.29,Ideal,G,VS2,61.7,55.0,7415,6.93,6.96,4.29
288,0.54,Premium,E,VS2,60.0,59.0,1847,5.28,5.34,3.17
289,0.3,Premium,F,VVS1,60.4,58.0,741,4.37,4.4,2.65
290,0.52,Ideal,F,VS2,62.2,56.0,1625,5.11,5.13,3.19
291,1.23,Good,F,VVS2,63.1,56.0,10748,6.81,6.84,4.32
292,1.0,Premium,E,SI2,62.7,57.0,3584,6.29,6.31,3.95
293,0.36,Very Good,F,VVS2,60.0,58.0,958,4.67,4.64,2.79
294,0.53,Ideal,G,VS1,60.8,56.0,1908,5.25,5.3,3.21
295,0.7,Good,E,SI1,63.8,55.0,2549,5.61,5.57,3.57
296,2.01,Premium,J,VS2,61.6,60.0,15338,8.13,8.08,4.97
297,1.03,Very Good,H,SI2,63.3,58.0,3579,6.37,6.41,4.05
298,0.32,Good,H,SI1,63.1,57.0,419,4.34,4.38,2.75
299,0.5,Good,F,VS2,63.2,58.0,1442,5.0,5.03,3.17
300,0.51,Very Good,D,SI1,61.8,59.0,1684,5.1,5.13,3.16
301,0.48,Ideal,G,VS1,62.1,58.0,1438,5.01,5.04,3.11
302,0.34,Very Good,F,VS2,61.7,55.0,686,4.49,4.52,2.78
303,0.51,Very Good,G,VVS1,62.1,59.0,1839,5.07,5.1,3.16
304,0.86,Premium,H,VS2,59.6,59.0,3379,6.19,6.12,3.65
305,1.01,Very Good,E,VS2,58.3,60.0,6147,6.48,6.52,3.78
306,0.24,Ideal,F,VS1,61.8,57.0,536,4.02,4.05,2.48
307,0.34,Ideal,E,SI1,62.6,57.0,765,4.4,4.43,2.77
308,0.9,Good,H,VVS2,63.6,59.0,4205,6.05,6.12,3.88
309,0.31,Very Good,G,SI1,63.1,55.0,593,4.31,4.34,2.73
310,0.31,Ideal,F,VVS1,61.8,55.0,741,4.33,4.37,2.69
311,1.01,Ideal,H,SI1,62.6,56.0,5387,6.43,6.46,4.03
312,0.31,Ideal,H,VS2,62.5,53.0,628,4.35,4.33,2.71
313,0.4,Ideal,E,VS2,62.0,55.0,1024,4.77,4.74,2.95
314,0.54,Ideal,E,SI1,60.9,56.0,1688,5.25,5.3,3.21
315,0.53,Ideal,E,SI1,61.5,56.0,1662,5.19,5.23,3.2
316,1.2,Ideal,G,VS1,62.0,56.0,8092,6.89,6.74,4.23
317,2.0,Fair,E,SI2,64.5,59.0,9900,7.7,7.8,5.09
318,0.32,Ideal,E,VS2,61.8,54.0,900,4.42,4.38,2.72
319,1.7,Premium,I,VS2,59.0,60.0,10479,7.82,7.72,4.62
320,0.5,Very Good,E,VS2,62.8,56.0,1601,4.98,5.03,3.14
321,0.81,Ideal,G,SI1,62.0,58.0,3614,5.97,5.94,3.7
322,0.39,Premium,F,SI2,62.2,58.0,748,4.7,4.67,2.92
323,2.01,Ideal,J,SI2,61.1,60.0,11962,8.16,8.09,4.97
324,1.0,Very Good,F,VS1,60.6,63.0,6095,6.54,6.48,3.94
325,2.02,Very Good,H,SI2,63.1,60.0,15962,8.1,8.03,5.05
326,0.5,Fair,G,SI1,62.8,66.0,1155,5.03,4.94,3.13
327,1.54,Ideal,G,VS1,62.0,56.0,15291,7.45,7.42,4.6
328,0.34,Ideal,G,VVS2,61.6,57.0,995,4.5,4.47,2.76
329,2.09,Premium,I,SI2,60.9,61.0,15162,8.21,8.16,4.99
330,0.41,Premium,E,VS1,61.4,59.0,1079,4.76,4.79,2.93
331,0.4,Ideal,F,VVS2,60.9,57.0,1088,4.8,4.77,2.91
332,0.34,Ideal,H,VVS1,61.2,55.0,775,4.54,4.56,2.78
333,0.5,Ideal,E,VS1,61.8,55.0,1819,5.07,5.11,3.16
334,1.01,Ideal,I,SI2,62.4,55.0,3729,6.38,6.46,4.0
335,0.5,Premium,F,SI2,62.8,62.0,956,5.04,5.01,3.16
336,0.7,Ideal,G,VS1,61.0,58.0,2568,5.74,5.79,3.52
337,0.92,Premium,F,SI1,62.9,58.0,4586,6.15,6.18,3.88
338,0.71,Ideal,D,VS2,62.1,55.0,2874,5.73,5.77,3.57
339,0.41,Ideal,F,SI2,62.1,55.0,764,4.78,4.82,2.98
340,0.73,Ideal,E,SI1,62.0,55.0,2596,5.77,5.8,3.6
341,0.38,Ideal,E,VS2,62.2,55.0,866,4.63,4.66,2.89
342,1.24,Premium,H,VVS2,62.4,58.0,7953,6.88,6.83,4.28
343,1.2,Premium,D,SI2,62.8,56.0,7539,6.82,6.7,4.24
344,1.09,Premium,H,SI1,62.0,58.0,4355,6.59,6.61,4.1
345,0.51,Ideal,E,SI2,62.6,55.0,1286,5.08,5.13,3.2
346,0.3,Very Good,G,VS1,61.2,60.0,605,4.3,4.33,2.64
347,2.25,Premium,J,SI2,62.4,58.0,13200,8.35,8.29,5.2
348,1.02,Very Good,F,SI2,63.3,59.0,4318,6.38,6.42,4.05
349,0.51,Ideal,D,VS1,61.9,56.0,1822,5.11,5.14,3.17
350,0.56,Ideal,G,VS2,61.5,56.0,1698,5.29,5.26,3.24
351,0.32,Ideal,G,VS1,61.4,55.0,828,4.44,4.47,2.74
352,1.11,Premium,I,SI2,62.2,58.0,3975,6.6,6.63,4.12
353,0.31,Premium,H,VVS2,62.1,58.0,625,4.31,4.38,2.7
354,0.52,Ideal,H,VS1,61.6,57.0,1573,5.17,5.14,3.17
355,1.52,Premium,F,SI1,62.4,55.0,11284,7.35,7.3,4.58
356,0.56,Ideal,E,SI1,61.5,56.0,1593,5.34,5.3,3.27
357,0.81,Ideal,I,SI2,61.3,56.0,2383,5.96,5.99,3.68
358,0.3,Premium,G,VVS1,61.2,58.0,789,4.33,4.35,2.65
359,0.32,Ideal,G,VS2,61.9,57.0,561,4.38,4.4,2.72
360,1.5,Premium,J,VS2,60.9,58.0,5500,7.38,7.41,4.5
361,2.09,Very Good,G,SI2,60.4,62.0,18445,8.21,8.25,4.99
362,2.01,Premium,J,SI2,62.6,61.0,12989,8.02,7.95,4.99
363,0.51,Very Good,D,SI1,62.7,58.0,1397,5.09,5.12,3.2
364,1.01,Premium,F,VS2,60.8,58.0,7272,6.53,6.49,3.95
365,0.73,Very Good,I,VS2,62.4,58.0,2378,5.75,5.73,3.58
366,0.53,Ideal,G,VVS2,61.9,54.0,1743,5.18,5.24,3.23
367,0.42,Ideal,E,VVS2,60.9,56.0,1289,4.85,4.81,2.94
368,0.9,Very Good,D,VS2,63.4,57.0,4761,6.07,6.12,3.86
369,0.32,Ideal,G,VS1,62.0,57.0,645,4.34,4.37,2.7
370,1.13,Premium,H,VS2,61.9,59.0,5395,6.7,6.66,4.14
371,0.91,Good,F,SI2,62.2,62.0,2747,6.07,6.12,3.79
372,1.51,Premium,H,SI2,58.8,60.0,7751,7.5,7.43,4.4
373,0.54,Ideal,H,VS1,62.1,54.0,1819,5.23,5.27,3.25
374,1.01,Very Good,G,SI2,60.6,58.0,4218,6.56,6.52,3.95
375,1.2,Ideal,H,SI1,62.3,56.0,6708,6.84,6.77,4.22
376,1.09,Good,D,SI2,63.7,59.0,4598,6.45,6.38,4.08
377,0.3,Premium,E,VS1,62.0,58.0,734,4.23,4.28,2.63
378,1.06,Premium,F,VVS2,58.3,59.0,9677,6.67,6.71,3.9
379,0.93,Ideal,I,SI1,62.0,56.0,3303,6.19,6.22,3.86
380,0.31,Ideal,G,VS1,62.6,54.0,603,4.35,4.38,2.73
381,0.31,Ideal,D,SI1,61.5,54.0,633,4.34,4.37,2.68
382,0.32,Ideal,F,VS2,62.1,55.0,645,4.38,4.42,2.73
383,1.03,Ideal,F,SI1,62.5,57.0,5197,6.44,6.47,4.03
384,1.0,Very Good,G,SI2,59.6,59.0,4269,6.49,6.52,3.88
385,0.3,Ideal,H,VS1,62.0,56.0,533,4.3,4.34,2.68
386,0.24,Very Good,E,VS1,63.8,56.0,391,3.92,3.94,2.5
387,0.51,Very Good,G,SI1,63.3,58.0,1312,5.05,5.08,3.21
388,1.02,Very Good,E,SI1,63.1,59.0,4598,6.35,6.39,4.02
389,0.32,Ideal,E,VS2,62.0,54.2,846,4.4,4.41,2.73
390,1.03,Ideal,H,VS1,62.0,55.3,5540,6.5,6.47,4.02
391,0.91,Ideal,D,SI2,61.5,56.0,3392,6.25,6.3,3.85
392,0.75,Ideal,D,SI1,62.7,55.0,2907,5.8,5.83,3.64
393,0.42,Premium,I,SI1,62.4,58.0,812,4.76,4.79,2.98
394,1.52,Ideal,D,SI2,61.3,56.0,9341,7.38,7.46,4.55
395,0.34,Ideal,H,VS2,62.0,56.0,537,4.51,4.54,2.8
396,0.4,Ideal,J,VS1,61.7,54.4,782,4.74,4.8,2.95
397,1.71,Premium,I,VVS2,62.4,58.0,14957,7.62,7.57,4.74
398,1.01,Premium,I,SI1,59.0,59.0,4032,6.51,6.46,3.83
399,1.2,Very Good,H,VS2,62.7,59.0,7062,6.65,6.72,4.19
400,1.04,Good,G,I1,63.5,57.0,2723,6.42,6.46,4.08
401,1.5,Premium,I,SI1,59.8,62.0,8170,7.48,7.43,4.45
402,0.71,Premium,F,SI1,62.6,57.0,2309,5.69,5.66,3.55
403,0.3,Ideal,F,IF,61.3,57.0,886,4.28,4.3,2.63
404,0.38,Ideal,G,VS1,61.9,55.0,847,4.67,4.7,2.89
405,1.02,Good,E,SI1,62.5,61.0,4912,6.37,6.39,3.99
406,0.3,Ideal,E,VS2,61.6,56.0,637,4.32,4.36,2.67
407,0.31,Ideal,G,SI1,61.8,57.0,593,4.35,4.37,2.69
408,1.23,Premium,I,VS2,62.1,58.0,5453,6.84,6.89,4.26
409,0.4,Ideal,F,VVS2,62.0,57.0,947,4.74,4.72,2.93
410,2.04,Ideal,I,SI1,61.9,55.0,15706,8.15,8.1,5.04
411,0.32,Ideal,F,VS2,61.8,55.0,828,4.41,4.45,2.74
412,1.02,Premium,F,VS2,61.0,58.0,5924,6.45,6.41,3.92
413,0.91,Ideal,E,SI2,61.3,54.0,3620,6.25,6.2,3.81
414,0.81,Good,F,SI2,63.8,55.0,2691,5.94,5.88,3.77
415,1.14,Ideal,G,VS1,61.5,57.0,8611,6.73,6.71,4.13
416,1.51,Ideal,G,VS2,61.3,57.0,13298,7.35,7.44,4.54
417,0.51,Ideal,E,VS1,62.3,55.0,1968,5.13,5.16,3.2
418,0.31,Very Good,E,VVS2,61.8,57.0,633,4.29,4.33,2.66
419,1.17,Ideal,G,VS1,62.4,55.0,8457,6.83,6.78,4.24
420,0.9,Very Good,I,VS2,63.5,58.0,3345,6.09,6.06,3.86
421,1.01,Very Good,I,VS2,62.8,58.0,4668,6.3,6.41,3.99
422,0.53,Ideal,E,VS2,61.1,56.0,1659,5.23,5.26,3.2
423,0.61,Ideal,H,VS1,60.7,55.0,2034,5.51,5.54,3.35
424,2.38,Premium,J,VS2,62.6,58.0,15466,8.52,8.49,5.32
425,1.27,Ideal,E,IF,61.8,55.0,15529,6.95,6.93,4.29
426,0.4,Ideal,H,VS1,61.9,57.0,719,4.69,4.74,2.91
427,0.41,Ideal,F,VS1,62.0,56.0,1359,4.81,4.78,2.97
428,0.3,Ideal,F,VVS1,62.2,57.0,814,4.28,4.31,2.67
429,0.38,Ideal,D,VS2,62.5,56.0,1040,4.65,4.63,2.89
430,0.41,Premium,H,SI1,62.5,58.0,723,4.67,4.72,2.94
431,0.32,Very Good,H,VS1,60.8,61.0,434,4.4,4.44,2.69
432,1.57,Ideal,H,SI2,61.7,55.0,8491,7.49,7.52,4.62
433,0.42,Premium,F,SI1,61.2,58.0,992,4.82,4.8,2.95
434,0.31,Good,G,VS2,63.8,56.0,698,4.29,4.33,2.76
435,0.3,Very Good,J,VVS1,59.6,58.0,554,4.28,4.35,2.6
436,1.02,Good,G,VVS2,63.7,55.0,7091,6.36,6.41,4.07
437,0.39,Good,J,SI1,60.0,64.0,586,4.75,4.8,2.87
438,0.51,Ideal,D,SI1,60.4,57.0,1657,5.23,5.2,3.15
439,0.34,Ideal,I,VS2,62.4,56.0,491,4.46,4.49,2.79
440,0.37,Premium,D,VS2,60.5,58.0,1010,4.62,4.66,2.81
441,0.75,Very Good,I,SI1,60.2,57.0,2340,5.92,5.95,3.57
442,1.7,Ideal,H,SI1,61.9,57.0,12308,7.61,7.66,4.73
443,0.9,Good,D,SI1,62.1,64.0,3567,6.12,6.09,3.79
444,0.34,Very Good,I,SI1,63.1,56.0,589,4.5,4.47,2.83
445,1.0,Premium,F,SI1,62.4,58.0,5093,6.37,6.32,3.96
446,0.83,Very Good,E,VS2,62.1,60.0,3838,5.97,6.05,3.74
447,1.02,Good,G,VS1,58.4,63.0,6177,6.6,6.55,3.83
448,0.32,Very Good,E,VS2,62.7,57.0,702,4.3,4.32,2.71
449,0.57,Ideal,E,SI1,62.1,57.0,1644,5.28,5.3,3.28
450,1.5,Premium,G,VVS2,59.8,60.0,15498,7.39,7.49,4.45
451,0.43,Premium,J,VS1,60.8,58.0,830,4.91,4.86,2.97
452,0.3,Very Good,H,VVS2,62.8,56.0,486,4.24,4.27,2.67
453,0.9,Very Good,D,SI1,61.0,58.0,4187,6.18,6.22,3.77
454,1.01,Premium,G,VVS2,59.1,59.0,6468,6.59,6.57,3.88
455,0.54,Premium,G,SI1,60.0,60.0,1319,5.31,5.28,3.18
456,0.31,Very Good,E,SI1,63.5,55.0,698,4.31,4.29,2.73
457,0.77,Very Good,D,SI2,61.9,58.0,3104,5.87,5.9,3.64
458,1.02,Ideal,E,SI1,62.1,57.0,4829,6.38,6.42,3.98
459,1.15,Premium,I,SI2,60.8,59.0,4837,6.82,6.75,4.12
460,1.28,Premium,H,VS2,61.6,58.0,6987,7.05,6.98,4.31
461,0.72,Ideal,F,VVS2,62.2,56.0,2892,5.75,5.72,3.57
462,0.31,Ideal,G,VS1,61.8,57.0,625,4.35,4.38,2.69
463,1.22,Ideal,D,SI1,62.0,57.0,7143,6.88,6.81,4.25
464,1.01,Premium,H,VS2,61.9,60.0,4981,6.36,6.39,3.95
465,0.31,Ideal,G,VS2,61.2,57.0,647,4.34,4.36,2.66
466,0.9,Good,F,SI1,63.6,58.0,3505,6.06,6.13,3.87
467,1.05,Ideal,H,SI2,62.7,57.0,3977,6.5,6.54,4.08
468,0.3,Ideal,F,VVS1,61.8,56.0,810,4.3,4.36,2.68
469,0.4,Ideal,F,VS1,60.4,56.0,939,4.78,4.81,2.9
470,0.3,Premium,H,VS2,61.9,58.0,506,4.3,4.25,2.65
471,0.31,Ideal,D,SI2,60.9,56.0,462,4.4,4.42,2.69
472,0.41,Ideal,F,VVS2,62.1,56.0,1192,4.76,4.74,2.95
473,0.7,Good,G,VS2,64.3,60.0,2401,5.56,5.59,3.57
474,1.22,Ideal,G,VS1,62.1,56.0,8590,6.83,6.87,4.25
475,1.51,Ideal,H,SI2,62.2,55.0,13818,7.31,7.36,4.56
476,1.52,Premium,F,SI2,59.1,60.0,8796,7.49,7.38,4.4
477,2.03,Ideal,D,SI2,60.8,57.0,16694,8.2,8.13,4.98
478,2.01,Ideal,G,SI2,62.0,54.0,16064,8.05,8.1,5.0
479,0.71,Ideal,D,SI2,61.8,57.0,2474,5.75,5.77,3.56
480,0.7,Ideal,F,VS2,61.6,57.0,3038,5.7,5.71,3.52
481,0.3,Very Good,F,VS2,62.9,58.0,605,4.23,4.27,2.67
482,0.54,Premium,E,VS2,59.9,59.0,1580,5.3,5.26,3.16
483,0.8,Ideal,E,VS2,61.9,56.0,4538,5.98,5.95,3.69
484,0.32,Ideal,G,VS2,61.4,56.0,649,4.42,4.45,2.72
485,0.71,Ideal,D,VS2,60.3,57.0,3222,5.81,5.74,3.47
486,0.41,Premium,J,VS1,62.4,58.0,773,4.75,4.74,2.96
487,1.2,Good,F,VS2,63.6,59.0,8157,6.66,6.72,4.25
488,1.12,Ideal,G,SI1,61.6,56.0,6088,6.72,6.7,4.13
489,1.52,Ideal,G,SI1,60.4,58.0,11716,7.48,7.39,4.5
490,0.54,Ideal,E,SI1,61.9,57.0,1415,5.22,5.14,3.21
491,0.4,Premium,E,VS1,59.8,58.0,1125,4.82,4.79,2.88
492,1.01,Very Good,H,SI1,62.8,58.0,4468,6.38,6.45,4.03
493,0.65,Premium,E,SI2,61.9,60.0,1918,5.53,5.49,3.42
494,2.01,Premium,H,SI2,59.3,60.0,12226,8.17,8.14,4.86
495,0.72,Ideal,D,SI2,61.3,56.0,2475,5.77,5.74,3.52
496,1.04,Premium,D,SI2,61.1,58.0,5599,6.52,6.55,3.99
497,1.04,Ideal,H,SI1,61.6,56.0,4755,6.53,6.55,4.04
498,0.32,Very Good,G,VS2,62.6,59.0,561,4.3,4.38,2.72
499,0.32,Ideal,H,VVS2,62.1,54.0,728,4.39,4.41,2.73
500,0.57,Ideal,G,VS2,61.2,56.0,1607,5.36,5.4,3.29
501,1.21,Very Good,H,SI1,62.3,56.0,7812,6.8,6.77,4.22
502,0.71,Ideal,E,VS2,61.9,56.0,3381,5.71,5.74,3.54
503,0.7,Very Good,E,SI1,62.9,59.0,2753,5.59,5.63,3.52
504,2.02,Premium,I,SI2,59.1,58.0,15169,8.31,8.25,4.91
505,1.06,Premium,G,VS2,61.6,58.0,4459,6.49,6.53,4.01
506,0.34,Very Good,I,SI1,62.9,58.0,393,4.5,4.47,2.82
507,0.5,Very Good,D,VS1,63.2,52.0,1908,5.12,5.05,3.21
508,0.73,Premium,G,VS1,61.7,58.0,2939,5.76,5.74,3.55
509,0.7,Very Good,F,SI1,63.5,60.0,2401,5.58,5.6,3.55
510,0.62,Good,F,VS1,60.9,61.0,2331,5.63,5.5,3.38
511,1.03,Very Good,G,VVS2,62.1,60.0,6768,6.42,6.47,4.0
512,0.71,Good,G,VS1,63.4,60.0,2535,5.67,5.64,3.58
513,1.02,Ideal,E,VS2,61.6,57.0,6787,6.45,6.49,3.99
514,0.91,Premium,G,SI2,61.0,60.0,3659,6.27,6.2,3.8
515,0.39,Ideal,I,IF,62.9,56.0,958,4.67,4.7,2.94
516,0.7,Very Good,I,VS1,63.5,58.0,2198,5.62,5.57,3.55
517,0.31,Ideal,D,SI1,61.4,56.0,571,4.37,4.38,2.69
518,1.35,Premium,E,VS1,61.3,60.0,12100,7.1,7.04,4.33
519,1.22,Ideal,H,SI1,61.2,56.0,6236,6.89,6.84,4.2
520,0.53,Very Good,F,VVS2,60.4,58.0,2297,5.23,5.27,3.17
521,0.91,Very Good,G,SI2,62.1,60.0,3299,6.17,6.21,3.84
522,0.3,Premium,F,VS2,61.9,58.0,776,4.3,4.26,2.65
523,0.9,Ideal,I,SI1,62.8,55.0,3185,6.09,6.14,3.85
524,1.2,Ideal,D,SI2,62.7,54.0,5368,6.81,6.74,4.25
525,1.0,Premium,G,VS2,60.0,58.0,5028,6.54,6.47,3.89
526,0.31,Ideal,H,VS1,62.7,56.0,698,4.36,4.31,2.72
527,0.58,Ideal,D,VS2,62.0,53.0,2067,5.36,5.4,3.33
528,0.7,Very Good,F,SI1,62.6,58.0,2196,5.6,5.63,3.51
