carat,cut,color,clarity,depth,table,x,y,z,price
0.78,Ideal,F,SI2,60.7,57.0,5.9,5.97,3.61,2346
0.26,Ideal,D,VS1,60.1,56.0,4.12,4.15,2.48,710
0.3,Very Good,H,SI1,60.8,60.0,4.32,4.34,2.63,591
0.59,Ideal,E,VS2,61.1,57.0,5.43,5.44,3.32,1949
1.06,Premium,E,VS2,62.6,57.0,6.53,6.4,4.04,7197
0.77,Ideal,D,VS2,61.4,57.0,5.84,5.88,3.6,3338
0.71,Very Good,G,VVS1,61.7,58.0,5.7,5.73,3.53,3065
0.9,Ideal,D,SI2,62.9,56.0,6.12,6.16,3.86,3392
1.01,Very Good,F,SI1,62.3,57.0,6.37,6.41,3.99,5206
0.37,Ideal,F,SI2,61.6,55.0,4.62,4.66,2.86,447
0.32,Ideal,D,VVS1,61.8,56.0,4.4,4.39,2.72,973
1.0,Very Good,E,SI1,60.4,57.0,6.54,6.5,3.94,5914
0.72,Ideal,I,VS2,61.9,55.0,5.71,5.74,3.55,2131
0.72,Ideal,H,SI1,62.1,54.0,5.72,5.76,3.57,2337
0.3,Very Good,E,VVS1,61.0,61.0,4.36,4.38,2.66,760
1.06,Good,E,SI2,63.3,60.0,6.47,6.45,4.08,4798
1.25,Ideal,G,VS2,61.1,57.0,6.93,6.89,4.22,9505
1.02,Ideal,D,VS2,61.3,56.0,6.5,6.54,4.0,10443
0.41,Very Good,D,SI1,63.5,55.0,4.71,4.69,2.99,1015
0.25,Premium,F,VS1,61.3,59.0,4.04,4.06,2.48,445
1.01,Premium,D,VS1,62.2,58.0,6.34,6.38,3.95,8348
0.58,Ideal,F,VS2,62.6,55.0,5.37,5.36,3.37,1595
0.23,Very Good,D,VVS2,62.8,57.0,3.89,3.91,2.44,485
0.3,Ideal,G,VS2,62.3,57.0,4.3,4.34,2.69,675
2.01,Very Good,D,SI2,59.5,59.0,8.09,8.15,4.85,17297
0.37,Ideal,I,VVS1,61.3,57.0,4.65,4.67,2.85,885
0.3,Very Good,D,VVS1,63.0,58.0,4.24,4.28,2.68,867
1.01,Good,G,VS2,63.8,58.0,6.28,6.35,4.03,5280
1.0,Ideal,H,SI1,62.7,57.0,6.41,6.35,4.0,4695
0.38,Ideal,F,VS2,59.9,57.0,4.68,4.72,2.83,1046
0.73,Very Good,D,VS2,61.4,58.0,5.77,5.83,3.56,3020
2.25,Ideal,G,SI2,60.9,57.0,8.49,8.45,5.15,18179
0.52,Ideal,D,VS2,61.4,56.0,5.2,5.22,3.2,1847
0.34,Ideal,E,VS2,61.4,57.0,4.45,4.43,2.73,745
0.32,Ideal,E,VS2,62.2,54.2,4.46,4.49,2.78,846
1.1,Very Good,G,VS1,60.9,58.0,6.68,6.72,4.08,7550
0.34,Ideal,D,VVS1,61.1,56.0,4.49,4.47,2.74,1092
1.02,Premium,H,SI1,59.6,58.0,6.56,6.51,3.89,4737
0.42,Ideal,G,VS1,61.1,54.0,4.82,4.86,2.96,921
0.92,Premium,G,SI1,59.9,59.0,6.37,6.34,3.8,4167
0.39,Very Good,G,VVS2,60.7,58.0,4.74,4.78,2.89,933
0.33,Ideal,H,VS1,61.9,55.0,4.45,4.47,2.76,579
0.9,Good,H,VS1,63.9,56.0,6.12,6.18,3.92,4234
1.5,Very Good,G,VS2,60.2,55.0,7.35,7.43,4.45,11757
0.31,Ideal,I,VS2,61.6,56.0,4.37,4.4,2.7,473
1.01,Very Good,H,SI2,63.1,54.0,6.39,6.43,4.05,4255
0.37,Very Good,D,VVS2,60.0,60.0,4.66,4.69,2.8,1029
1.02,Very Good,D,SI2,61.6,58.0,6.42,6.44,3.95,4575
1.03,Good,G,SI1,63.1,57.0,6.37,6.43,4.04,4793
1.08,Ideal,G,SI1,62.0,57.0,6.56,6.59,4.08,5531
0.32,Ideal,E,VVS1,61.7,56.0,4.4,4.42,2.72,988
0.94,Premium,E,SI1,62.2,58.0,6.34,6.31,3.93,4864
0.31,Good,D,SI1,63.7,56.0,4.32,4.3,2.75,571
2.01,Very Good,H,SI2,62.9,55.0,8.05,8.08,5.07,16657
1.06,Very Good,I,VS1,59.3,61.0,6.63,6.67,3.94,4199
0.42,Premium,G,VVS1,62.4,59.0,4.82,4.77,2.99,1235
0.42,Premium,G,VVS2,60.0,59.0,4.85,4.88,2.91,1054
1.01,Premium,H,VS2,61.5,62.0,6.39,6.42,3.94,5260
0.32,Ideal,G,VVS1,62.9,58.0,4.33,4.38,2.74,814
0.86,Good,E,VS1,64.2,55.0,5.98,5.92,3.83,4194
0.33,Ideal,G,VS1,62.1,54.0,4.48,4.46,2.78,854
1.51,Very Good,G,VVS1,63.0,57.0,7.32,7.28,4.6,16624
0.31,Premium,D,VS2,61.5,59.0,4.33,4.38,2.68,734
1.05,Ideal,G,VVS1,61.7,57.0,6.52,6.54,4.03,8317
1.51,Good,I,VS2,61.5,58.0,7.37,7.32,4.51,7755
1.71,Ideal,H,SI1,61.9,56.0,7.64,7.67,4.75,13153
1.02,Premium,G,SI1,61.7,58.0,6.42,6.47,3.98,4687
0.3,Ideal,E,SI1,62.2,57.0,4.27,4.29,2.67,545
0.31,Very Good,H,VS2,62.7,59.0,4.31,4.33,2.71,489
0.57,Ideal,F,VS2,60.1,55.0,5.44,5.49,3.27,1894
0.83,Ideal,F,SI1,62.7,55.0,5.95,5.98,3.75,3210
2.04,Premium,H,SI2,61.0,58.0,8.24,8.21,5.04,12196
1.51,Good,D,SI2,63.0,60.0,7.3,7.35,4.61,9212
1.01,Premium,E,SI1,60.4,58.0,6.53,6.46,3.92,4784
1.71,Very Good,E,SI1,63.4,57.0,7.59,7.63,4.84,13348
0.33,Premium,G,VS1,61.1,58.0,4.45,4.43,2.71,854
0.71,Very Good,G,SI1,62.0,58.0,5.68,5.72,3.53,2230
0.3,Premium,G,VVS2,60.8,59.0,4.33,4.29,2.62,878
0.41,Good,D,SI1,63.6,59.0,4.7,4.67,2.99,801
0.31,Ideal,H,IF,62.0,54.0,4.36,4.39,2.71,789
0.91,Ideal,I,SI1,62.7,57.0,6.15,6.19,3.85,2947
0.31,Ideal,H,VVS1,62.0,56.0,4.34,4.37,2.7,807
0.41,Ideal,F,VVS2,61.2,56.0,4.8,4.78,2.93,1192
0.9,Very Good,F,SI2,62.8,58.0,6.13,6.16,3.85,3780
0.43,Ideal,G,SI1,62.3,55.0,4.87,4.84,3.01,1016
0.31,Ideal,F,VS1,62.9,57.0,4.32,4.28,2.7,642
0.33,Ideal,G,SI1,61.9,57.0,4.43,4.46,2.75,445
0.91,Very Good,H,VS2,63.2,57.0,6.17,6.14,3.88,4284
1.0,Ideal,D,SI2,62.5,57.0,6.39,6.33,3.96,4536
1.01,Very Good,G,SI2,62.8,58.0,6.34,6.38,4.0,4260
1.52,Ideal,I,SI1,62.1,57.0,7.31,7.37,4.57,8774
0.91,Fair,F,SI2,64.6,58.0,6.12,6.05,3.91,3326
1.01,Ideal,F,SI2,61.9,55.0,6.42,6.46,3.99,4641
0.41,Very Good,E,SI1,62.8,58.0,4.69,4.72,2.95,755
1.01,Ideal,H,VS2,60.7,57.0,6.47,6.42,3.92,5220
1.02,Ideal,D,SI2,61.9,57.0,6.44,6.48,4.0,4957
1.2,Very Good,G,VS2,61.8,58.0,6.73,6.78,4.18,6684
0.9,Premium,H,VS1,62.3,58.0,6.13,6.17,3.83,4022
0.72,Ideal,I,VS2,61.6,57.0,5.76,5.8,3.55,2469
0.5,Ideal,D,SI1,63.1,56.0,5.07,5.03,3.19,1803
0.35,Ideal,D,VS1,61.7,55.0,4.54,4.52,2.79,1094
0.31,Ideal,E,VVS1,61.6,57.0,4.34,4.38,2.68,1017
1.0,Very Good,F,SI1,63.4,56.0,6.4,6.31,4.03,5158
0.52,Ideal,G,SI1,61.5,55.0,5.17,5.23,3.2,1291
1.01,Premium,G,VS2,63.0,61.0,6.35,6.3,4.01,6261
1.16,Good,G,SI1,63.8,58.0,6.65,6.59,4.23,7279
0.9,Premium,D,SI2,62.2,58.0,6.19,6.13,3.83,3798
1.21,Ideal,G,VS1,61.1,56.0,6.84,6.87,4.19,8932
0.3,Premium,H,VS1,61.8,60.0,4.32,4.29,2.66,675
0.52,Ideal,G,VS2,62.0,55.0,5.16,5.21,3.21,1436
0.32,Ideal,H,VS1,60.9,57.0,4.41,4.46,2.7,561
0.51,Ideal,D,VS2,60.9,56.0,5.19,5.22,3.17,1986
0.7,Good,I,VVS2,64.0,58.0,5.63,5.59,3.59,2227
0.32,Ideal,E,VS2,61.9,55.0,4.41,4.4,2.73,900
1.57,Ideal,I,SI1,61.0,56.0,7.54,7.5,4.59,9189
1.5,Ideal,I,VVS2,60.1,57.0,7.35,7.4,4.45,10957
0.41,Ideal,G,VS1,62.1,54.0,4.79,4.77,2.97,863
0.31,Ideal,D,SI1,62.2,56.0,4.34,4.36,2.7,571
0.71,Ideal,F,SI1,62.6,56.0,5.69,5.73,3.57,2306
1.03,Ideal,G,VS1,62.2,54.0,6.46,6.51,4.03,7177
0.38,Ideal,G,SI2,61.9,56.0,4.66,4.7,2.89,550
0.31,Very Good,F,SI1,61.9,57.0,4.36,4.39,2.7,522
0.71,Ideal,D,SI1,62.2,57.0,5.76,5.69,3.56,3192
1.5,Premium,I,SI1,61.7,59.0,7.32,7.27,4.5,5445
1.02,Very Good,H,SI2,62.8,58.0,6.38,6.43,4.01,4664
0.73,Ideal,E,VS2,61.8,56.0,5.79,5.84,3.59,3026
0.7,Ideal,F,SI1,62.4,53.0,5.68,5.72,3.55,2346
0.34,Ideal,F,SI1,61.3,57.0,4.52,4.47,2.76,705
0.33,Ideal,E,VS2,62.4,56.0,4.44,4.39,2.75,928
0.95,Premium,G,SI1,59.2,61.0,6.49,6.54,3.82,4229
1.37,Ideal,G,VS2,60.8,56.0,7.18,7.24,4.38,13134
1.0,Premium,E,SI2,61.4,58.0,6.47,6.36,3.94,4620
0.31,Ideal,F,VS2,61.3,56.0,4.37,4.42,2.69,625
1.0,Premium,H,SI1,59.0,61.0,6.61,6.55,3.88,4274
1.01,Good,G,VS2,63.6,58.0,6.29,6.32,4.02,5306
0.31,Ideal,E,VS1,62.0,56.0,4.37,4.41,2.72,816
0.31,Premium,H,SI1,61.9,58.0,4.34,4.37,2.7,456
0.7,Ideal,D,SI2,61.5,57.0,5.74,5.71,3.52,2359
0.41,Ideal,E,VVS2,62.6,55.0,4.77,4.74,2.98,1243
0.4,Very Good,E,VS2,62.9,58.0,4.71,4.74,2.97,842
0.55,Very Good,F,SI1,63.2,58.0,5.2,5.26,3.3,2016
0.3,Ideal,H,SI1,62.5,56.0,4.32,4.35,2.71,421
0.35,Ideal,I,SI1,62.1,55.0,4.53,4.55,2.82,463
0.38,Ideal,I,VS1,61.9,55.0,4.63,4.67,2.88,587
0.51,Ideal,E,SI1,62.2,53.0,5.17,5.19,3.22,1318
0.7,Ideal,F,VS1,62.6,56.0,5.66,5.7,3.54,2801
0.42,Ideal,D,VVS2,62.6,55.0,4.77,4.79,2.99,1295
0.5,Ideal,G,VVS2,62.3,55.0,5.12,5.09,3.18,1935
1.12,Very Good,D,SI2,58.6,58.0,6.71,6.76,3.88,4916
0.32,Good,E,SI2,63.3,55.0,4.37,4.38,2.77,425
0.31,Premium,E,VS2,62.4,58.0,4.31,4.34,2.69,668
0.42,Premium,F,VS2,60.1,58.0,4.85,4.88,2.92,968
0.7,Ideal,G,SI2,61.9,56.0,5.69,5.74,3.52,2206
1.5,Premium,G,VS2,60.1,56.0,7.43,7.39,4.45,12392
1.74,Ideal,G,SI1,62.4,57.0,7.74,7.78,4.85,16587
0.31,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,891
0.52,Very Good,E,VS2,62.7,54.0,5.1,5.15,3.21,1582
0.9,Ideal,H,VS1,60.4,57.0,6.22,6.26,3.77,3668
0.8,Ideal,E,SI1,62.1,57.0,5.96,5.92,3.69,3226
1.03,Ideal,G,SI2,62.2,56.0,6.49,6.46,4.02,4986
0.78,Very Good,G,SI1,63.2,54.0,5.82,5.87,3.69,2583
0.46,Very Good,F,VS2,62.6,57.0,4.92,4.94,3.09,1250
1.03,Ideal,G,SI1,62.3,57.0,6.5,6.45,4.03,5259
1.33,Ideal,G,VS2,60.4,57.0,7.08,7.16,4.31,10062
1.21,Very Good,H,VS2,59.6,59.0,7.03,6.98,4.18,7990
0.53,Ideal,D,VS2,62.0,56.0,5.17,5.2,3.21,1786
1.1,Ideal,F,VS2,61.6,55.0,6.68,6.64,4.1,6013
0.3,Premium,E,VS2,60.7,59.0,4.31,4.35,2.63,658
1.03,Good,H,SI2,63.8,58.0,6.37,6.41,4.08,4037
1.39,Ideal,H,SI1,62.1,55.0,7.16,7.13,4.43,7506
0.52,Ideal,E,VS2,61.6,55.0,5.21,5.16,3.19,1576
0.53,Premium,J,SI1,58.4,60.0,5.45,5.3,3.1,1026
2.19,Ideal,H,SI1,62.5,56.0,8.31,8.26,5.16,18407
0.36,Premium,G,VS1,61.6,60.0,4.55,4.6,2.82,724
0.3,Ideal,F,VS1,62.2,56.0,4.3,4.32,2.68,655
1.01,Very Good,G,SI1,63.4,61.0,6.36,6.32,4.01,4458
0.3,Ideal,F,SI1,62.4,55.0,4.28,4.31,2.68,609
0.41,Ideal,G,VVS1,61.3,54.0,4.84,4.8,2.95,1181
0.32,Ideal,I,VS1,62.3,54.0,4.42,4.41,2.75,648
1.52,Ideal,H,VS2,61.2,57.0,7.46,7.43,4.57,10763
1.59,Ideal,G,SI2,61.7,57.0,7.47,7.54,4.64,8716
0.74,Very Good,F,VS1,62.1,58.0,5.75,5.78,3.58,3238
0.9,Very Good,G,SI1,62.3,59.0,6.08,6.11,3.79,3597
0.53,Premium,D,VS2,59.6,58.0,5.32,5.26,3.15,1857
0.41,Ideal,G,VVS2,61.7,56.0,4.77,4.8,2.95,918
0.3,Premium,G,SI1,62.7,58.0,4.29,4.24,2.67,473
0.3,Premium,E,SI1,61.6,59.0,4.23,4.28,2.63,526
0.24,Ideal,G,VS1,61.9,56.0,3.99,4.03,2.48,436
0.3,Ideal,F,VS2,62.3,56.0,4.34,4.3,2.69,776
0.32,Premium,H,SI1,61.5,58.0,4.38,4.39,2.7,557
1.11,Ideal,H,SI2,61.9,57.0,6.64,6.6,4.1,4368
0.41,Very Good,D,SI2,60.4,63.0,4.76,4.81,2.89,795
2.01,Very Good,J,VS2,60.8,59.0,8.07,8.13,4.95,18090
0.83,Premium,F,SI1,62.3,61.0,5.98,6.06,3.73,3362
0.41,Ideal,F,VVS1,61.3,56.0,4.76,4.79,2.93,1266
1.09,Ideal,G,VS1,61.8,55.0,6.59,6.66,4.09,8173
1.21,Premium,I,SI1,61.5,56.0,6.84,6.88,4.22,5166
1.01,Good,F,SI1,63.1,60.0,6.31,6.37,4.0,5069
0.31,Ideal,D,VS2,61.7,56.0,4.39,4.36,2.7,942
0.35,Ideal,G,VS1,62.0,55.0,4.56,4.54,2.81,995
1.71,Ideal,H,SI2,62.6,57.0,7.6,7.57,4.75,9540
1.11,Ideal,F,VS2,62.0,56.0,6.66,6.59,4.12,7209
1.52,Premium,G,SI1,62.3,58.0,7.37,7.34,4.58,9702
0.53,Ideal,F,VS1,62.1,57.0,5.21,5.13,3.21,1778
0.9,Very Good,E,SI2,63.1,58.0,6.13,6.12,3.86,3380
1.0,Very Good,H,SI1,62.9,59.0,6.29,6.33,3.98,4382
1.01,Very Good,F,SI1,61.6,59.0,6.4,6.42,3.95,5262
0.32,Ideal,G,VS2,61.8,57.0,4.44,4.41,2.73,672
0.61,Premium,F,SI1,58.7,58.0,5.68,5.64,3.29,2218
0.36,Premium,E,VS2,60.5,60.0,4.62,4.58,2.79,984
0.31,Very Good,I,VS2,63.1,54.0,4.33,4.31,2.72,558
0.75,Premium,G,SI2,62.3,58.0,5.85,5.79,3.63,2469
0.46,Very Good,H,VS2,62.4,56.0,4.93,4.96,3.09,1087
0.52,Ideal,G,VS1,61.8,55.0,5.15,5.18,3.19,1590
0.52,Ideal,D,SI1,61.5,55.0,5.19,5.22,3.2,1404
0.52,Ideal,H,VVS2,61.4,56.0,5.17,5.21,3.19,1696
1.09,Premium,H,SI1,61.5,60.0,6.62,6.56,4.03,4361
0.26,Ideal,D,VVS1,61.8,56.0,4.15,4.12,2.56,769
1.2,Ideal,G,SI2,61.7,56.0,6.86,6.84,4.23,7072
0.93,Premium,F,SI2,61.3,60.0,6.3,6.26,3.85,3868
0.9,Very Good,G,VS2,59.7,59.0,6.26,6.29,3.74,4509
0.81,Ideal,E,SI1,61.4,57.0,5.96,5.91,3.64,2938
0.9,Good,G,VS2,63.9,60.0,6.08,6.04,3.87,4401
0.71,Very Good,H,SI1,63.2,57.0,5.66,5.62,3.56,2147
1.28,Premium,H,VS1,60.3,59.0,7.11,7.04,4.27,8150
0.38,Ideal,I,SI1,62.0,54.0,4.66,4.69,2.9,600
0.91,Premium,H,SI1,63.0,58.0,6.15,6.11,3.86,3323
0.41,Ideal,D,SI1,62.8,57.0,4.74,4.77,2.98,705
0.52,Ideal,D,SI1,60.9,56.0,5.23,5.21,3.18,1752
0.32,Premium,G,IF,62.1,60.0,4.41,4.35,2.72,956
2.01,Ideal,H,SI1,62.0,57.0,7.84,7.78,4.85,16239
1.0,Premium,I,VS2,59.6,61.0,6.48,6.43,3.86,4126
0.54,Ideal,G,VVS2,61.2,56.0,5.25,5.3,3.22,2039
1.7,Premium,H,SI1,61.7,59.0,7.65,7.59,4.73,11021
0.32,Ideal,D,SI1,62.3,56.0,4.38,4.41,2.74,589
0.7,Premium,D,SI1,61.1,60.0,5.73,5.76,3.51,2568
0.7,Ideal,E,SI1,62.8,56.0,5.64,5.67,3.55,2676
0.51,Ideal,G,SI1,62.4,57.0,5.09,5.06,3.17,1431
1.3,Ideal,G,VVS1,61.9,57.0,6.95,7.01,4.32,10454
0.83,Very Good,F,SI2,62.3,58.0,5.94,6.0,3.73,3019
0.53,Very Good,E,SI1,59.6,57.0,5.23,5.28,3.15,1420
0.31,Ideal,H,VS2,62.2,55.0,4.32,4.28,2.68,628
0.7,Ideal,D,SI2,62.6,56.0,5.65,5.69,3.55,2294
1.55,Ideal,G,VVS2,61.3,56.0,7.46,7.43,4.56,16123
1.01,Good,F,SI2,63.6,58.0,6.38,6.33,4.04,3799
0.31,Ideal,G,IF,62.3,54.0,4.4,4.39,2.74,891
0.32,Good,H,VS1,61.0,64.0,4.38,4.48,2.7,561
0.55,Ideal,D,VS1,62.1,55.0,5.28,5.25,3.26,1990
1.01,Very Good,G,IF,62.2,59.0,6.36,6.4,3.97,8778
0.3,Good,D,SI2,63.8,58.0,4.27,4.23,2.71,447
0.3,Ideal,F,VS2,62.2,55.0,4.28,4.3,2.67,605
1.51,Good,G,SI2,62.2,63.0,7.26,7.21,4.49,8758
0.9,Premium,E,SI1,61.2,59.0,6.19,6.1,3.76,4385
1.18,Ideal,J,VS1,61.0,57.0,6.81,6.87,4.19,5217
0.31,Ideal,E,VVS2,62.4,57.0,4.31,4.35,2.7,789
2.01,Ideal,H,VS2,61.3,57.0,8.11,8.07,4.91,17068
1.06,Very Good,E,SI1,60.7,58.0,6.57,6.53,3.98,5476
1.05,Ideal,G,SI2,59.6,57.0,6.71,6.66,3.97,4477
0.52,Very Good,E,VS2,60.8,57.0,5.18,5.21,3.16,1421
0.36,Very Good,F,SI1,60.5,59.0,4.59,4.63,2.79,755
1.19,Ideal,H,VS2,61.1,57.0,6.79,6.83,4.16,6834
0.3,Ideal,H,VS2,62.6,55.0,4.28,4.31,2.69,491
0.81,Ideal,G,VS1,62.2,55.0,5.95,5.97,3.71,3407
0.4,Ideal,G,IF,62.2,56.0,4.71,4.78,2.95,1327
0.3,Premium,H,VS2,60.7,60.0,4.31,4.34,2.63,486
0.7,Ideal,I,SI1,61.3,56.0,5.71,5.74,3.5,1914
0.7,Ideal,E,VS2,60.8,58.0,5.77,5.73,3.5,3140
0.52,Ideal,G,IF,61.2,58.0,5.16,5.19,3.17,2513
0.41,Very Good,H,IF,63.0,58.0,4.7,4.68,2.96,1154
1.03,Ideal,H,VS2,61.4,57.0,6.47,6.52,3.99,5028
1.51,Premium,H,VVS2,60.7,59.0,7.43,7.37,4.5,12295
0.55,Ideal,G,VS2,62.0,56.0,5.25,5.28,3.26,1698
0.38,Premium,I,VVS1,59.9,60.0,4.75,4.71,2.84,898
0.32,Very Good,D,VS2,63.0,55.0,4.4,4.37,2.75,758
0.5,Good,D,VS2,64.0,55.0,5.01,5.03,3.22,1746
0.3,Very Good,H,SI1,62.9,56.0,4.27,4.29,2.7,554
0.34,Ideal,E,SI1,61.9,57.0,4.48,4.51,2.79,596
0.71,Premium,G,SI1,61.6,57.0,5.73,5.68,3.51,2386
0.31,Good,G,VS1,63.1,55.0,4.28,4.31,2.71,604
0.56,Ideal,E,VS1,61.9,55.0,5.28,5.33,3.28,1921
1.51,Very Good,H,VS2,60.9,60.0,7.35,7.42,4.5,10333
1.0,Very Good,F,SI1,63.3,56.0,6.37,6.32,4.02,4528
1.14,Premium,H,SI2,62.9,58.0,6.67,6.6,4.17,4872
0.5,Ideal,G,VS2,61.4,57.0,5.1,5.12,3.14,1443
0.42,Ideal,D,VS2,61.8,55.0,4.8,4.83,2.98,1031
0.32,Ideal,G,VVS2,60.5,56.0,4.45,4.48,2.7,756
0.4,Ideal,H,SI1,62.3,57.0,4.73,4.75,2.95,700
1.06,Ideal,J,SI1,62.3,56.0,6.5,6.54,4.07,4834
1.0,Good,E,SI1,63.9,54.0,6.34,6.28,4.03,4633
0.72,Ideal,G,SI2,60.6,56.0,5.82,5.85,3.53,2167
0.71,Premium,D,SI2,62.1,59.0,5.71,5.64,3.53,2691
0.23,Very Good,E,VVS2,62.6,59.0,3.87,3.89,2.42,530
0.3,Premium,I,VVS2,62.6,57.0,4.36,4.33,2.72,675
0.7,Premium,G,VS1,61.7,58.0,5.67,5.68,3.5,2634
1.2,Premium,H,SI2,60.4,55.0,6.95,6.88,4.18,5698
0.51,Ideal,E,VS2,62.0,55.0,5.13,5.11,3.18,1776
0.74,Ideal,E,SI1,61.0,56.0,5.86,5.82,3.56,2692
0.36,Ideal,E,VS1,60.7,56.0,4.65,4.61,2.8,1063
0.32,Ideal,E,VVS2,62.0,55.0,4.38,4.42,2.72,740
0.9,Ideal,F,SI2,62.3,57.0,6.16,6.13,3.83,4009
1.0,Ideal,H,SI2,62.2,57.0,6.37,6.41,3.98,4452
1.71,Premium,G,VS2,61.9,58.0,7.65,7.58,4.72,17156
0.53,Ideal,F,VVS2,61.8,56.0,5.21,5.2,3.22,2211
0.52,Very Good,E,SI1,60.0,61.0,5.21,5.17,3.1,1399
1.22,Ideal,G,SI2,61.6,57.0,6.83,6.88,4.22,5580
0.3,Ideal,E,VVS1,62.8,57.0,4.26,4.28,2.68,862
0.4,Ideal,H,VVS1,61.8,55.0,4.77,4.72,2.93,1088
0.32,Ideal,G,VS1,61.7,56.0,4.4,4.38,2.71,828
0.54,Premium,G,VVS2,59.9,58.0,5.27,5.18,3.13,1822
0.41,Ideal,H,SI1,62.1,56.0,4.8,4.77,2.97,876
0.71,Ideal,H,VVS1,61.7,55.0,5.7,5.73,3.53,2961
0.4,Ideal,G,SI1,62.7,53.0,4.68,4.71,2.94,701
0.91,Good,I,SI1,57.4,62.0,6.49,6.43,3.69,3665
0.74,Very Good,G,SI2,63.1,58.0,5.75,5.78,3.63,2449
0.31,Premium,F,VS2,62.2,58.0,4.34,4.3,2.68,642
0.5,Ideal,D,SI1,61.9,55.0,5.06,5.09,3.15,1435
0.42,Ideal,H,VS1,61.6,55.0,4.82,4.84,2.98,850
0.54,Premium,D,SI2,61.9,58.0,5.23,5.19,3.23,1356
1.0,Good,H,SI1,60.1,63.0,6.38,6.41,3.84,4072
0.31,Ideal,E,VVS2,61.1,55.0,4.42,4.45,2.71,864
0.7,Ideal,G,SI1,62.1,55.0,5.65,5.71,3.53,2274
1.19,Ideal,I,SI2,61.7,55.0,6.79,6.84,4.2,5047
0.61,Very Good,F,VS1,60.7,59.0,5.53,5.56,3.37,1978
1.23,Ideal,F,VS2,62.0,54.0,6.87,6.9,4.27,8977
1.51,Ideal,G,VS2,60.8,56.0,7.38,7.42,4.5,13355
0.3,Ideal,E,SI1,61.9,56.0,4.35,4.32,2.68,675
1.5,Very Good,G,VS1,62.8,57.0,7.39,7.31,4.61,13378
0.8,Very Good,H,VVS1,63.2,56.0,5.92,5.87,3.72,3555
0.3,Premium,H,VS2,61.6,60.0,4.3,4.26,2.63,576
1.17,Fair,F,I1,66.2,60.0,6.51,6.45,4.33,3057
0.31,Very Good,G,VVS1,60.5,58.0,4.4,4.42,2.67,820
0.56,Ideal,G,VS2,60.4,56.0,5.33,5.36,3.23,1649
0.38,Ideal,G,IF,61.6,56.0,4.65,4.68,2.87,1187
1.5,Ideal,J,VVS1,62.5,57.0,7.3,7.34,4.57,9786
0.4,Ideal,F,VS1,60.3,56.0,4.77,4.79,2.89,877
1.0,Very Good,F,VS2,62.5,58.0,6.36,6.4,3.98,5625
0.32,Very Good,E,SI2,61.1,59.0,4.39,4.42,2.69,477
1.03,Premium,D,SI2,60.5,59.0,6.52,6.58,3.97,5578
0.7,Very Good,G,VVS2,60.6,59.0,5.74,5.78,3.48,2010
0.33,Premium,G,VS1,61.7,58.0,4.41,4.44,2.73,666
0.31,Ideal,I,VVS2,62.2,55.0,4.36,4.33,2.7,541
0.33,Ideal,F,VS1,62.3,55.0,4.38,4.42,2.75,803
1.01,Good,E,SI2,63.3,54.0,6.4,6.35,4.04,4566
1.07,Ideal,I,SI1,61.9,56.0,6.6,6.53,4.06,4267
1.71,Ideal,H,SI1,62.4,58.0,7.54,7.6,4.73,11709
0.52,Very Good,E,SI2,59.9,57.0,5.23,5.27,3.14,1138
1.02,Good,J,VS1,64.0,57.0,6.38,6.28,4.05,3656
1.5,Very Good,D,VS2,63.1,58.0,7.26,7.21,4.57,13395
0.31,Very Good,D,SI1,63.2,54.0,4.36,4.34,2.75,571
1.06,Good,E,SI2,60.2,61.0,6.65,6.59,3.97,4295
1.51,Very Good,E,SI2,62.1,59.0,7.3,7.35,4.55,10012
0.52,Ideal,F,VS2,61.7,55.0,5.19,5.17,3.19,1720
0.23,Very Good,E,VVS2,60.8,60.0,3.96,3.99,2.41,505
1.27,Premium,H,SI1,61.8,59.0,6.96,6.88,4.28,7079
1.01,Premium,G,VS1,62.0,59.0,6.47,6.43,4.01,6435
0.36,Premium,F,VS2,58.3,60.0,4.68,4.62,2.74,827
0.26,Ideal,F,VS1,61.7,57.0,4.12,4.08,2.53,580
0.75,Ideal,F,VS2,61.5,55.0,5.85,5.85,3.6,3181
1.51,Ideal,G,SI1,62.0,55.0,7.37,7.4,4.57,11189
0.74,Good,I,VS2,64.1,58.0,5.68,5.71,3.65,2134
0.32,Ideal,E,VS2,62.0,55.0,4.39,4.36,2.71,702
1.01,Premium,J,SI2,62.3,60.0,6.39,6.33,3.98,3171
0.34,Ideal,G,SI2,61.4,56.0,4.54,4.52,2.78,459
1.0,Premium,E,VS2,62.1,60.0,6.39,6.36,3.96,6760
0.32,Ideal,H,VS2,62.0,56.0,4.41,4.39,2.73,648
0.6,Ideal,E,VVS2,61.0,56.0,5.43,5.47,3.33,3786
1.14,Ideal,H,VS1,61.1,57.0,6.76,6.8,4.13,6441
1.51,Very Good,I,SI2,62.5,59.0,7.24,7.3,4.55,8491
0.23,Very Good,E,VVS2,62.1,60.0,3.94,3.99,2.46,505
1.22,Ideal,I,VS2,60.7,57.0,6.93,6.96,4.21,6480
1.27,Ideal,I,SI1,62.0,57.0,6.92,6.88,4.27,5607
0.9,Premium,D,SI1,61.5,62.0,6.19,6.15,3.8,4414
0.3,Premium,G,VVS2,62.5,58.0,4.28,4.31,2.68,878
